fs_method	integration_method	MethodGroup	MeanIntegrationScore	SDIntegrationScore	MeanIntegrationRank	SDIntegrationRank	NIntegrationDatasets	MeanClusteringScore	SDClusteringScore	MeanClusteringRank	SDClusteringRank	NClusteringDatasets	MeanAlignmentScore	SDAlignmentScore	MeanAlignmentRank	SDAlignmentRank	NAlignmentDatasets	MeanCoreOverallScore	SDCoreOverallScore	MeanCoreOverallRank	SDCoreOverallRank	NCoreOverallDatasets	MeanAlignmentEligibleOverallScore	SDAlignmentEligibleOverallScore	MeanAlignmentEligibleOverallRank	SDAlignmentEligibleOverallRank	NAlignmentEligibleOverallDatasets	GlobalCoreOverallRank
scanpy_seurat	cellcharter	expression_driven	0.6376007529997365	0.1214526229247214	11.857142857142858	10.526610271570036	7	0.6848789663882938	0.08289179059256584	19.714285714285715	8.159131606453505	7	0.9131448707916492	0.07019312453767272	20.0	8.48528137423857	2	0.6612398596940151	0.07455693900465465	14.857142857142858	10.253919111386491	7	0.7874613689816166	0.05818508247085904	17.0	11.313708498984761	2	14.0
morans_i	cellcharter	spatially_informed	0.6128688587945776	0.12553459627889368	15.0	8.06225774829855	7	0.6982310383010102	0.06427870617018903	14.571428571428571	5.912053869204928	7	0.942822870261375	0.033238193562741325	8.0	5.656854249492381	2	0.6555499485477939	0.09154669175023951	15.571428571428571	5.711308748355986	7	0.8119263402168309	0.020150825635853624	12.0	4.242640687119285	2	15.5
scanpy_pearson_batch	cellcharter	expression_driven	0.6161779548884659	0.11490080921882927	15.285714285714286	9.123491395189411	7	0.7089056890553931	0.051654745888564016	14.714285714285714	3.498298906339371	7	0.9313961038157917	0.04922743413460245	13.5	10.606601717798213	2	0.6625418219719296	0.07183599977743138	15.571428571428571	9.519403742832196	7	0.7946841593292329	0.03662464103279547	23.0	5.656854249492381	2	15.5
scanpy_seurat_batch	cellcharter	expression_driven	0.6338250290792011	0.10603350074568119	13.428571428571429	9.162553189607193	7	0.6830541113950341	0.07910201218166407	18.714285714285715	5.992058236095666	7	0.921748398397013	0.06140703043543837	16.5	10.606601717798213	2	0.6584395702371176	0.07367700695315058	15.714285714285714	9.393513466115607	7	0.7873173500381025	0.04652885270176815	26.0	4.242640687119285	2	17.0
anticor	cellcharter	expression_driven	0.6107327479459609	0.11451907600648055	16.857142857142858	6.4142698058981855	7	0.7108735542028193	0.049038664739916915	14.428571428571429	6.704653678780207	7	0.9390587224725322	0.030754402459369178	16.0	2.8284271247461903	2	0.66080315107439	0.07662542713179162	16.0	4.864839839775475	7	0.8047697773949581	0.0282825523708767	17.0	5.656854249492381	2	18.0
dubstepr	cellcharter	expression_driven	0.6150939203800047	0.1221810347834035	14.0	5.597618541248888	7	0.6947216532262693	0.07522828230143541	15.857142857142858	5.785861256216785	7	0.9449305892183573	0.021608686012980664	13.0	8.48528137423857	2	0.654907786803137	0.0875507947973492	16.142857142857142	5.1777914026661795	7	0.8106823987357288	0.02068718637728262	14.5	6.363961030678928	2	19.0
Brennecke	cellcharter	expression_driven	0.6258126542679101	0.11669512330768927	16.571428571428573	9.466733735510239	7	0.6834787832327978	0.10125371381311116	16.857142857142858	11.006491591004698	7	0.9073263486501675	0.07883941103202693	20.0	9.899494936611665	2	0.6546457187503539	0.0817177717730782	16.285714285714285	11.799919289473774	7	0.7858405887816926	0.06513039876131063	15.0	18.384776310850235	2	20.0
scanpy_pearson	cellcharter	expression_driven	0.585465327319449	0.1273842476980985	23.857142857142858	4.180453381654971	7	0.7338237010664344	0.04187349620963362	9.571428571428571	7.230886134196436	7	0.9405652587048947	0.03767257238010716	8.5	9.192388155425117	2	0.6596445141929417	0.06900518324913366	16.428571428571427	8.121107126025425	7	0.7955524311694615	0.03956975850542127	22.0	2.8284271247461903	2	21.0
nnsvg	cellcharter	spatially_informed	0.6183055960366112	0.1208501793685556	12.857142857142858	5.398412465054624	7	0.6823867950097281	0.07211032141126221	19.857142857142858	6.148944934663492	7	0.9416835166040234	0.03410850021419542	10.0	4.242640687119285	2	0.6503461955231696	0.09146038876604648	17.0	5.656854249492381	7	0.8058204671970585	0.03054315163904848	14.0	1.4142135623730951	2	22.0
scry	cellcharter	expression_driven	0.618660738219055	0.1118160771960477	13.428571428571429	5.472876844254852	7	0.668683768896461	0.09426925845959613	19.857142857142858	8.745066636463696	7	0.932776074313824	0.04554983178603173	15.0	7.0710678118654755	2	0.643672253557758	0.09413421299844048	19.285714285714285	9.21437799879959	7	0.7983260017348551	0.05099455735487499	11.0	14.142135623730951	2	23.5
seurat_disp	cellcharter	expression_driven	0.6220526759958742	0.10796078342357471	17.0	10.424330514074592	7	0.6843551604344466	0.08366428477466059	19.142857142857142	6.51737604225738	7	0.9295156346311196	0.05802590274347763	11.5	14.849242404917497	2	0.6532039182151604	0.0731926416263704	19.285714285714285	7.973169292786187	7	0.7852180323808409	0.056899935800178665	22.0	5.656854249492381	2	23.5
seurat_sct	cellcharter	expression_driven	0.6506269442695419	0.10671684639677628	12.142857142857142	7.625146368618582	7	0.5934706524521379	0.24101305655214844	20.142857142857142	8.725987459471687	7	0.9400416684650728	0.0371199419987386	10.5	7.7781745930520225	2	0.62204879836084	0.12983201628638164	19.714285714285715	8.712333895390024	7	0.8044484583834969	0.030620861758183016	16.0	0.0	2	25.0
statistic_variance	cellcharter	expression_driven	0.6212450913723654	0.11186923406964146	13.0	7.571877794400365	7	0.6684898714042784	0.09356911186943519	21.142857142857142	6.12178000880385	7	0.9427327001810848	0.03220115155531282	9.5	2.1213203435596424	2	0.6448674813883217	0.09561744192438153	21.285714285714285	6.156684327197709	7	0.8079583996653509	0.026280328468931052	12.5	2.1213203435596424	2	26.0
sparkx	cellcharter	spatially_informed	0.612372787078548	0.11840442550413605	15.571428571428571	8.657504314314892	7	0.6798998910735046	0.07329505594672155	20.571428571428573	8.599557020706412	7	0.9375019569286933	0.03420605168204693	17.0	0.0	2	0.6461363390760263	0.09049385236734157	21.714285714285715	7.674943772091226	7	0.8059081111822406	0.03429829108565664	10.0	9.899494936611665	2	27.0
statistic_mean	cellcharter	expression_driven	0.6208416186255541	0.10368410107373587	14.571428571428571	8.772250620700536	7	0.6645478233355833	0.09526948807379024	21.714285714285715	6.047431568147636	7	0.9308131325001909	0.03008093770763107	23.5	7.7781745930520225	2	0.6426947209805686	0.09117879715680409	23.428571428571427	4.07664661444276	7	0.797757652989733	0.03332151011613424	22.0	5.656854249492381	2	28.0
scPNMF	cellcharter	expression_driven	0.5990232656193476	0.1122478945976001	20.571428571428573	5.968169536721256	7	0.6851699836925829	0.07750487467834467	18.571428571428573	3.2586880211286906	7	0.9225033167416854	0.05283517292312316	21.5	2.1213203435596424	2	0.6420966246559653	0.08575186464821541	24.0	2.5819888974716116	7	0.7865978935429421	0.04755784369699747	26.0	2.8284271247461903	2	29.0
seurat_vst	graphst	expression_driven	0.5783053367663481	0.1533454345218692	9.571428571428571	8.462803768199262	7	0.7615767511432514	0.04878657400658838	5.857142857142857	6.148944934663491	7	0.9032978321971827	0.03158929836174113	4.5	3.5355339059327378	2	0.6699410439547997	0.09235434498976672	3.7142857142857144	3.498298906339371	7	0.810255352649159	0.03216289991077743	1.5	0.7071067811865476	2	1.0
scanpy_seurat_v3_batch	graphst	expression_driven	0.5991896317598553	0.12690969931824642	6.0	3.1091263510296048	7	0.7331168916208046	0.06512269742836004	12.714285714285714	8.320943169983511	7	0.867435165855692	0.0722058771473473	17.0	7.0710678118654755	2	0.66615326169033	0.07692563420471181	5.285714285714286	3.5923198500080566	7	0.7808455641460998	0.06141490460950636	9.5	0.7071067811865476	2	2.0
scanpy_seurat_v3	graphst	expression_driven	0.5762708559085713	0.15629746531676064	10.0	8.426149773176359	7	0.7468519106332234	0.05284684336436031	9.0	6.733003292241386	7	0.9053566661483269	0.03119853312876948	3.5	3.5355339059327378	2	0.6615613832708974	0.08775468503603773	6.571428571428571	4.2370250120079485	7	0.8033950110285053	0.040652837821224204	3.0	0.0	2	3.0
triku	graphst	expression_driven	0.5669192172018042	0.1651129393821212	11.285714285714286	8.92028186614238	7	0.7496870612701754	0.0469698173871791	7.571428571428571	8.541216596737314	7	0.899272521569001	0.03173315745996331	9.0	8.48528137423857	2	0.6583031392359897	0.09152707133424215	6.714285714285714	2.563479777846623	7	0.800074636414359	0.038610398105578085	5.0	1.4142135623730951	2	4.0
scanpy_cell_ranger_batch	graphst	expression_driven	0.5882322182824439	0.13291097160338944	7.285714285714286	3.9880774697543058	7	0.7371239678589481	0.06509634798266645	12.857142857142858	8.571825387640049	7	0.8625648427437378	0.10501574223583805	9.0	11.313708498984761	2	0.6626780930706959	0.07593070532438238	6.857142857142857	6.743603671345943	7	0.7763422486109299	0.08354440225981773	9.0	11.313708498984761	2	5.0
scanpy_cell_ranger	graphst	expression_driven	0.5804279304987441	0.14172185475079604	9.571428571428571	6.214422549122937	7	0.7340675225620107	0.07420705597242551	11.714285714285714	9.961831921795069	7	0.8525770345858622	0.10062951515396651	14.5	7.7781745930520225	2	0.6572477265303773	0.07922305495853126	7.428571428571429	7.913219801006896	7	0.7660877206961715	0.0927138443385748	12.5	12.020815280171307	2	6.0
somde	graphst	spatially_informed	0.561000320212635	0.15532499235375585	11.571428571428571	6.7788185513687385	7	0.7368054150367732	0.0657387231389891	10.857142857142858	7.712080813644945	7	0.8866356761370178	0.04843127830367446	11.5	9.192388155425117	2	0.6489028676247042	0.09476783517008043	9.857142857142858	3.484660262185848	7	0.7903810328380612	0.04475156293682804	9.5	6.363961030678928	2	7.0
nbumi	graphst	expression_driven	0.5596727681769841	0.15986556253389572	14.142857142857142	7.151423434733616	7	0.7474479130559892	0.04857224551561706	10.142857142857142	7.92524597785607	7	0.8953446116373103	0.0397597507703025	9.0	7.0710678118654755	2	0.6535603406164867	0.09752627740834661	10.571428571428571	5.41162769282166	7	0.802402852671239	0.027659249785598344	8.5	9.192388155425117	2	8.0
scanpy_pearson_batch	graphst	expression_driven	0.597789793790757	0.10977445975978484	8.857142857142858	8.254868693253524	7	0.7027762315239692	0.11196354169295102	16.857142857142858	11.11198409268977	7	0.8288087465321718	0.12556212459712277	25.5	0.7071067811865476	2	0.6502830126573631	0.09865509424776513	11.428571428571429	8.96022958889527	7	0.7526877919015511	0.1003570199771788	18.0	11.313708498984761	2	9.0
morans_i	graphst	spatially_informed	0.5485951700431484	0.1647632888947803	14.571428571428571	6.528326555791125	7	0.7295796618020397	0.06951522747164314	12.142857142857142	7.4258236676383005	7	0.8843333554124737	0.0554714940473241	9.5	3.5355339059327378	2	0.6390874159225941	0.10367172462272081	13.0	7.023769168568493	7	0.7890449153030066	0.05132250728602819	7.0	1.4142135623730951	2	10.0
spatialde	graphst	spatially_informed	0.5547309024655634	0.1528335767100062	14.714285714285714	7.296444013222827	7	0.7276478912923118	0.0671421329103906	14.714285714285714	6.369570517030843	7	0.878261106423305	0.060316615226424904	13.0	5.656854249492381	2	0.6411893968789376	0.08678466217000014	13.285714285714286	5.437961803049794	7	0.778432914700868	0.06029283150724467	14.5	3.5355339059327378	2	11.0
singleCellHaystack	graphst	expression_driven	0.5473014718417146	0.1725885521531006	12.714285714285714	7.1813249871753175	7	0.7359013493856565	0.05587352481129501	12.857142857142858	8.315218406202998	7	0.8875685833984368	0.05107187552242386	8.0	2.8284271247461903	2	0.6416014106136856	0.09880405694698856	13.428571428571429	8.541216596737314	7	0.7835523577896925	0.049810981250196826	14.0	9.899494936611665	2	12.0
scanpy_seurat_batch	graphst	expression_driven	0.5852755284782075	0.13292876614510835	8.142857142857142	6.718843437888483	7	0.6929336850724221	0.08294795225266637	20.571428571428573	5.31843156256751	7	0.8367419659581337	0.12887995185146794	14.0	14.142135623730951	2	0.6391046067753149	0.08843684448785154	13.714285714285714	5.618845839799182	7	0.7554173999792991	0.09947127012844192	15.5	12.020815280171307	2	13.0
Brennecke	graphst	expression_driven	0.5713933203831566	0.14224095144441035	12.142857142857142	8.820970684087087	7	0.6974254164272482	0.09514641803106677	18.428571428571427	8.978811035936085	7	0.8181482546356096	0.14182331266265855	25.5	3.5355339059327378	2	0.6344093684052023	0.09780103616525378	14.428571428571429	7.849780100044052	7	0.7427159158947769	0.1139198777851142	20.0	12.727922061357855	2	14.0
hotspot	graphst	expression_driven	0.539196872921193	0.1642564157074146	19.857142857142858	4.947341758580105	7	0.7380838017467087	0.05978635546657517	9.714285714285714	7.889112449325034	7	0.8623678084148543	0.08291189727420199	15.0	1.4142135623730951	2	0.638640337333951	0.09278373882661417	15.857142857142858	7.081162132224988	7	0.7780168341144666	0.06095660270077786	14.5	2.1213203435596424	2	15.0
osca	graphst	expression_driven	0.5381541421048096	0.17695442552098792	16.714285714285715	8.199883855158879	7	0.7257778585867142	0.07389726976927548	12.285714285714286	7.609517849690735	7	0.8530157994578591	0.10767260025001721	11.5	13.435028842544403	2	0.6319660003457619	0.10529850283769783	16.142857142857142	7.925245977856069	7	0.7689274863685264	0.08633936844400579	12.0	9.899494936611665	2	16.0
scanpy_pearson	graphst	expression_driven	0.5533068029314102	0.1503280244784016	17.857142857142858	8.335237877600763	7	0.7232840571549443	0.0739000829796535	15.142857142857142	6.491753010001008	7	0.8276766967150448	0.12718078794145699	25.5	2.1213203435596424	2	0.6382954300431772	0.09648136524349579	16.285714285714285	8.199883855158879	7	0.7523292262387375	0.09172668535869109	23.0	0.0	2	17.0
nnsvg	graphst	spatially_informed	0.5299096368690871	0.18252676523801414	17.714285714285715	7.565586245499766	7	0.7170646640139212	0.07119304332749309	15.571428571428571	5.126959555693246	7	0.8804598482718993	0.06085707506375115	10.5	3.5355339059327378	2	0.6234871504415042	0.11080528009107624	16.857142857142858	8.008923594519874	7	0.7814893803937153	0.05793244946499042	11.0	2.8284271247461903	2	18.0
scanpy_seurat	graphst	expression_driven	0.5731174799858215	0.14392385241878586	14.0	7.52772652709081	7	0.6940613528443643	0.0830714922415813	21.142857142857142	5.9281411203561225	7	0.8335390641316494	0.12155689122626256	22.0	1.4142135623730951	2	0.633589416415093	0.08982535619009911	17.285714285714285	5.55920515044749	7	0.7514414614692824	0.09587917395457278	22.5	3.5355339059327378	2	19.5
seurat_sct	graphst	expression_driven	0.633715619730617	0.1821675896620576	12.714285714285714	9.178131358729576	7	0.6370671436259707	0.1781960185726837	18.0	8.54400374531753	7	0.8570736742753018	0.09960055373767232	11.5	9.192388155425117	2	0.6353913816782938	0.09681196558355627	17.285714285714285	3.728908942943217	7	0.7707195657009509	0.0742260706462907	14.0	2.8284271247461903	2	19.5
scPNMF	graphst	expression_driven	0.5198607114645157	0.16764301347531316	23.0	2.943920288775949	7	0.7221819470130895	0.07800920418990216	11.428571428571429	8.100558475750152	7	0.8334003351456043	0.10383298493312278	24.5	3.5355339059327378	2	0.6210213292388026	0.10306750970153741	18.142857142857142	6.309478885734052	7	0.7588695353568624	0.08430973126699187	22.0	0.0	2	21.0
anticor	graphst	expression_driven	0.5528398932122192	0.1543954938252281	16.285714285714285	7.521398046336105	7	0.7142884504678795	0.07254132654464077	15.0	7.047458170621991	7	0.86902824992514	0.057485862919948574	18.0	11.313708498984761	2	0.6335641718400493	0.09699140757392356	18.714285714285715	6.102302453836194	7	0.7786394432147686	0.04877821096689821	16.5	12.020815280171307	2	22.0
seurat_mvp	graphst	expression_driven	0.5531071725104709	0.14960806198144988	17.285714285714285	6.317021600783229	7	0.699537490944879	0.0764324030199195	18.857142857142858	8.687703406320365	7	0.833763349345464	0.12785721292725416	16.5	12.020815280171307	2	0.626322331727675	0.08899336709988555	19.0	6.557438524302001	7	0.7410168081185743	0.08899499815770703	27.5	0.7071067811865476	2	23.0
dubstepr	graphst	expression_driven	0.5211013901341933	0.18113424693001764	22.428571428571427	5.623081683476386	7	0.7220607362287933	0.06759332473970074	14.285714285714286	5.154748157905347	7	0.8680725373750557	0.07851767317415444	12.0	1.4142135623730951	2	0.6215810631814932	0.10918931932573012	20.142857142857142	5.5805785670356025	7	0.7786261838047486	0.05927582347809305	15.0	5.656854249492381	2	24.0
seurat_disp	graphst	expression_driven	0.5626106410515151	0.13862619486349503	16.285714285714285	9.050124966251124	7	0.6858885707639351	0.08656760220269082	22.142857142857142	7.603257447273755	7	0.8104233875587403	0.13276849903186763	28.5	0.7071067811865476	2	0.624249605907725	0.08604458953328802	21.857142857142858	5.639993245521116	7	0.7369833712217174	0.10185705899877417	27.5	0.7071067811865476	2	25.0
sparkx	graphst	spatially_informed	0.5262263804828591	0.17407541790077471	19.571428571428573	9.846440014156434	7	0.6987484050326531	0.08147813091722513	20.571428571428573	7.067699834626605	7	0.8753621156121596	0.07447569447509367	7.0	5.656854249492381	2	0.6124873927577561	0.10567600540146871	23.857142857142858	4.561745697594706	7	0.7749829907522428	0.06513450889969845	16.0	2.8284271247461903	2	26.0
scry	graphst	expression_driven	0.5143463395595627	0.179949689562399	23.857142857142858	2.9113897843110044	7	0.7015166206673223	0.07931311435608727	19.571428571428573	4.7559486560567095	7	0.8558394430126827	0.09151660504304777	17.5	2.1213203435596424	2	0.6079314801134423	0.1078910260617359	24.285714285714285	2.7516228977511745	7	0.7595562000515732	0.080730832196153	22.0	2.8284271247461903	2	27.0
statistic_variance	graphst	expression_driven	0.5103531878053523	0.18569980564616012	23.285714285714285	5.219012860502955	7	0.6914331781089176	0.0779990842593761	21.0	6.377042156569663	7	0.8602401449390018	0.08388173326724586	17.5	3.5355339059327378	2	0.6008931829571349	0.11309275918795995	26.0	5.322906474223771	7	0.7673644860887123	0.06228060240231504	20.5	7.7781745930520225	2	28.0
statistic_mean	graphst	expression_driven	0.5079048161087932	0.17102629216030385	23.571428571428573	6.425396041156862	7	0.6782488090026587	0.08013796629304819	24.0	5.9721576223896395	7	0.8372043256531365	0.07568318400151451	24.0	7.0710678118654755	2	0.593076812555726	0.11077609854035346	27.0	3.651483716701107	7	0.7470988902165175	0.05335694028809167	23.5	7.7781745930520225	2	29.0
triku	scvi	expression_driven	0.6944513394581883	0.08445640735335937	14.0	9.504384952922168	7	0.6010139287017969	0.15667735386686918	6.857142857142857	4.561745697594706	7	0.8908714859158289	0.09580959329798808	3.0	0.0	2	0.6477326340799926	0.09633939834035003	7.0	4.163331998932265	7	0.7891764412115119	0.07895753953853325	4.0	1.4142135623730951	2	1.0
somde	scvi	spatially_informed	0.6482537177890771	0.11321065220474225	18.857142857142858	9.957050624700928	7	0.5741796536229914	0.10498914386743316	8.428571428571429	9.93071234197465	7	0.8087614224655403	0.01948069044601835	9.0	7.0710678118654755	2	0.6112166857060343	0.0893153480408955	9.428571428571429	8.580154288767051	7	0.6733214755302663	0.10547062551886471	9.0	11.313708498984761	2	2.0
osca	scvi	expression_driven	0.666916863540015	0.12529904116321283	13.285714285714286	5.437961803049794	7	0.5612310913986921	0.13720378021381016	13.0	1.632993161855452	7	0.7237543528408267	0.08976850068076982	16.5	7.7781745930520225	2	0.6140739774693537	0.07688285724438654	10.571428571428571	3.309438162646486	7	0.6551616829347237	0.08234313462693858	15.5	4.949747468305833	2	3.5
seurat_vst	scvi	expression_driven	0.6690679282077008	0.10318199212767272	18.142857142857142	8.008923594519874	7	0.5878773329127313	0.14227378015388167	8.0	5.656854249492381	7	0.8730405603443283	0.07621386915987323	6.5	0.7071067811865476	2	0.628472630560216	0.08493360027977917	10.571428571428571	6.654751256486923	7	0.7569237578993802	0.039049770904828626	7.5	0.7071067811865476	2	3.5
scanpy_seurat_v3	scvi	expression_driven	0.6666425962989887	0.10442573169259052	19.428571428571427	7.870983480631944	7	0.5882894306376366	0.13388700706006018	9.428571428571429	8.038597366397175	7	0.874023205694002	0.07531555376597994	5.5	0.7071067811865476	2	0.6274660134683128	0.07927871330694845	11.285714285714286	7.739816658342877	7	0.7545609748962196	0.04296497112087921	7.5	2.1213203435596424	2	5.0
nbumi	scvi	expression_driven	0.6633653056282698	0.10789635888060985	18.0	10.295630140987	7	0.581101383749771	0.13543827564185754	10.142857142857142	4.947341758580103	7	0.8584821002226882	0.04966547468669544	5.0	4.242640687119285	2	0.6222333446890204	0.07987549297552655	11.428571428571429	7.184639700016113	7	0.7427954799272174	0.0008214466760051363	5.5	3.5355339059327378	2	6.0
scanpy_pearson	scvi	expression_driven	0.6473407118834941	0.14724847002999622	17.285714285714285	6.626066850308854	7	0.5567790031310177	0.13107899369264647	12.571428571428571	5.223572942509207	7	0.6743833534255972	0.14132671379604397	20.0	7.0710678118654755	2	0.6020598575072559	0.08114744294587796	11.571428571428571	5.094347941825426	7	0.6121368330982153	0.12106075366248675	19.5	4.949747468305833	2	7.0
dubstepr	scvi	expression_driven	0.6590228523308104	0.13261224302814464	14.285714285714286	8.159131606453506	7	0.5506052822740365	0.15288197832867714	11.857142857142858	7.90418816047483	7	0.7705986447021913	0.06162881021927188	13.5	6.363961030678928	2	0.6048140673024234	0.08083263143857229	11.714285714285714	7.952238379104038	7	0.6649770078013844	0.09475324564110937	12.5	7.7781745930520225	2	8.0
nnsvg	scvi	spatially_informed	0.6561559114156514	0.0942849723818197	17.285714285714285	6.395683067879607	7	0.556188410115257	0.13755622125366154	13.285714285714286	6.317021600783228	7	0.7784453798803472	0.006042861071645358	15.5	0.7071067811865476	2	0.6061721607654542	0.07103451522512957	12.285714285714286	7.2044959507769795	7	0.6685383809801859	0.021089676625279604	16.0	2.8284271247461903	2	9.0
scanpy_cell_ranger_batch	scvi	expression_driven	0.7298788726730052	0.06518365649444359	6.0	5.537749241945383	7	0.5071379752030257	0.20237789072318235	18.0	8.621678104251709	7	0.8450980156153609	0.16928420084692525	14.5	19.091883092036785	2	0.6185084239380155	0.1037246018265446	12.857142857142858	11.393398255547982	7	0.7327303699953737	0.16099949609089637	15.5	19.091883092036785	2	10.5
spatialde	scvi	spatially_informed	0.6476291905099337	0.10742097575445896	17.428571428571427	6.654751256486923	7	0.5639138507384068	0.1037658826173303	11.571428571428571	8.141603913585719	7	0.7932738157956878	0.03339240613588072	11.5	6.363961030678928	2	0.6057715206241703	0.07984948222175224	12.857142857142858	6.890296835129128	7	0.6679463103754018	0.09165551685164398	11.0	7.0710678118654755	2	10.5
